time,GHI,DNI,DHI,T_dry,T_dew,RH,pres,wspd,wdir,albedo
4726800,266.0,354.0,137.0,26.6,0.0,5.0,94.30000000000001,4.1000000000000005,13.0,-9900
4730400,112.0,149.0,57.0,24.900000000000002,0.0,5.1000000000000005,94.30000000000001,3.2,13.0,-9900
4734000,0.0,0.0,0.0,22.6,0.0,5.7,94.30000000000001,2.0,12.0,-9900
4737600,0.0,0.0,0.0,20.5,0.0,6.300000000000001,94.30000000000001,1.0,12.0,-9900
4741200,0.0,0.0,0.0,19.1,0.0,6.6000000000000005,94.30000000000001,0.8,11.0,-9900
4744800,0.0,0.0,0.0,18.0,0.0,6.7,94.30000000000001,1.1,9.0,-9900
4748400,0.0,0.0,0.0,16.7,0.0,6.7,94.30000000000001,1.2000000000000002,8.0,-9900
4752000,0.0,0.0,0.0,14.8,0.0,6.7,94.30000000000001,0.5,6.0,-9900
4755600,0.0,0.0,0.0,12.0,0.0,6.9,94.30000000000001,0.0,0.0,-9900
4759200,0.0,0.0,0.0,9.4,0.0,7.0,94.30000000000001,0.0,0.0,-9900
4762800,0.0,0.0,0.0,7.9,0.0,7.0,94.30000000000001,0.0,0.0,-9900
4766400,0.0,0.0,0.0,7.7,0.0,6.800000000000001,94.4,0.0,0.0,-9900
4770000,0.0,0.0,0.0,8.5,0.0,6.800000000000001,94.4,0.0,0.0,-9900
4773600,30.0,56.0,5.0,10.200000000000001,0.0,6.9,94.5,0.0,0.0,-9900
4777200,237.0,439.0,42.0,12.700000000000001,0.0,7.0,94.5,0.0,0.0,-9900
4780800,444.0,822.0,79.0,15.600000000000001,0.0,6.9,94.60000000000001,1.0,1.0,-9900
4784400,607.0,871.0,88.0,18.7,0.0,6.4,94.7,1.9000000000000001,16.0,-9900
4788000,771.0,920.0,97.0,21.6,0.0,5.7,94.7,2.4000000000000004,16.0,-9900
4791600,935.0,970.0,106.0,23.8,0.0,5.0,94.7,2.6,15.0,-9900
4795200,927.0,982.0,99.0,24.900000000000002,0.0,4.5,94.7,2.7,15.0,-9900
4798800,919.0,994.0,92.0,25.400000000000002,0.0,4.2,94.60000000000001,2.7,15.0,-9900
4802400,911.0,1006.0,86.0,25.6,0.0,3.7,94.60000000000001,2.6,15.0,-9900
4806000,728.0,945.0,79.0,25.900000000000002,0.0,3.0,94.60000000000001,2.4000000000000004,15.0,-9900
4809600,545.0,884.0,73.0,25.8,0.0,2.6,94.60000000000001,2.2,15.0,-9900
4813200,363.0,823.0,67.0,24.400000000000002,0.0,3.0,94.7,2.1,15.0,-9900
4816800,150.0,342.0,27.0,21.400000000000002,0.0,4.5,94.80000000000001,2.2,1.0,-9900
4820400,0.0,0.0,0.0,17.7,0.0,6.6000000000000005,95.0,2.4000000000000004,2.0,-9900
4824000,0.0,0.0,0.0,14.700000000000001,0.0,8.3,95.10000000000001,2.6,4.0,-9900
4827600,0.0,0.0,0.0,13.200000000000001,0.0,9.1,95.2,2.6,4.0,-9900
4831200,0.0,0.0,0.0,13.0,0.0,9.1,95.2,2.5,5.0,-9900
4834800,0.0,0.0,0.0,13.4,0.0,8.6,95.2,2.2,5.0,-9900
4838400,0.0,0.0,0.0,13.700000000000001,0.0,8.1,95.2,1.8,5.0,-9900
4842000,0.0,0.0,0.0,13.4,0.0,7.800000000000001,95.30000000000001,1.4000000000000001,6.0,-9900
4845600,0.0,0.0,0.0,13.0,0.0,7.7,95.30000000000001,1.0,6.0,-9900
4849200,0.0,0.0,0.0,12.9,0.0,7.7,95.30000000000001,0.8,6.0,-9900
4852800,0.0,0.0,0.0,13.0,0.0,7.800000000000001,95.30000000000001,0.8,6.0,-9900
4856400,0.0,0.0,0.0,13.100000000000001,0.0,7.9,95.30000000000001,1.0,6.0,-9900
4860000,10.0,3.0,9.0,13.200000000000001,0.0,7.9,95.30000000000001,1.3,5.0,-9900
4863600,90.0,27.0,78.0,13.3,0.0,7.800000000000001,95.4,1.5,5.0,-9900
4867200,171.0,52.0,148.0,13.8,0.0,7.800000000000001,95.4,1.5,4.0,-9900
4870800,244.0,56.0,210.0,14.700000000000001,0.0,7.9,95.4,1.2000000000000002,3.0,-9900
4874400,317.0,60.0,272.0,15.9,0.0,8.0,95.4,0.9,1.0,-9900
4878000,390.0,65.0,334.0,17.2,0.0,8.200000000000001,95.4,1.0,16.0,-9900
4881600,479.0,184.0,327.0,18.3,0.0,8.3,95.30000000000001,1.6,1.0,-9900
4885200,568.0,303.0,320.0,19.200000000000003,0.0,8.3,95.30000000000001,2.5,2.0,-9900
4888800,658.0,423.0,313.0,20.0,0.0,8.200000000000001,95.2,3.1,3.0,-9900
4892400,547.0,503.0,238.0,20.6,0.0,8.0,95.10000000000001,3.1,3.0,-9900
4896000,436.0,584.0,163.0,20.8,0.0,7.800000000000001,95.10000000000001,2.6,3.0,-9900
4899600,325.0,665.0,88.0,20.400000000000002,0.0,7.800000000000001,95.10000000000001,2.1,3.0,-9900
4903200,132.0,271.0,35.0,19.3,0.0,8.200000000000001,95.10000000000001,1.8,2.0,-9900
4906800,0.0,0.0,0.0,17.8,0.0,8.700000000000001,95.2,1.8,1.0,-9900
4910400,0.0,0.0,0.0,16.400000000000002,0.0,9.1,95.2,2.1,16.0,-9900
4914000,0.0,0.0,0.0,15.600000000000001,0.0,9.3,95.2,2.5,14.0,-9900
4917600,0.0,0.0,0.0,15.100000000000001,0.0,9.200000000000001,95.2,2.8000000000000003,12.0,-9900
4921200,0.0,0.0,0.0,14.700000000000001,0.0,9.0,95.2,2.4000000000000004,10.0,-9900
4924800,0.0,0.0,0.0,14.100000000000001,0.0,8.700000000000001,95.2,1.0,8.0,-9900
4928400,0.0,0.0,0.0,13.200000000000001,0.0,8.5,95.2,0.0,0.0,-9900
4932000,0.0,0.0,0.0,12.100000000000001,0.0,8.3,95.2,0.0,0.0,-9900
4935600,0.0,0.0,0.0,11.200000000000001,0.0,8.200000000000001,95.2,0.0,0.0,-9900
4939200,0.0,0.0,0.0,10.8,0.0,8.3,95.10000000000001,0.0,0.0,-9900
4942800,0.0,0.0,0.0,10.9,0.0,8.3,95.10000000000001,0.0,0.0,-9900
4946400,15.0,15.0,8.0,11.700000000000001,0.0,8.4,95.10000000000001,0.0,0.0,-9900
4950000,150.0,148.0,85.0,13.0,0.0,8.4,95.2,0.0,0.0,-9900
4953600,286.0,281.0,162.0,14.8,0.0,8.5,95.2,1.0,5.0,-9900
4957200,415.0,332.0,209.0,16.900000000000002,0.0,8.6,95.2,1.2000000000000002,6.0,-9900
4960800,544.0,383.0,256.0,19.1,0.0,8.8,95.10000000000001,0.8,8.0,-9900
4964400,673.0,435.0,304.0,21.400000000000002,0.0,9.1,95.0,0.5,9.0,-9900
4968000,670.0,447.0,296.0,23.700000000000003,0.0,9.5,94.9,0.8,11.0,-9900
4971600,667.0,459.0,289.0,25.8,0.0,9.8,94.9,1.8,13.0,-9900
4975200,665.0,471.0,282.0,27.5,0.0,9.700000000000001,94.80000000000001,3.1,15.0,-9900
4978800,530.0,451.0,227.0,28.6,0.0,9.200000000000001,94.7,4.5,15.0,-9900
4982400,396.0,432.0,172.0,28.900000000000002,0.0,8.6,94.7,4.7,15.0,-9900
4986000,262.0,413.0,117.0,27.900000000000002,0.0,8.6,94.60000000000001,2.6,15.0,-9900
4989600,105.0,165.0,46.0,25.6,0.0,9.4,94.60000000000001,0.0,0.0,-9900
4993200,0.0,0.0,0.0,22.700000000000003,0.0,10.700000000000001,94.60000000000001,0.0,0.0,-9900
4996800,0.0,0.0,0.0,20.200000000000003,0.0,11.9,94.60000000000001,0.0,0.0,-9900
5000400,0.0,0.0,0.0,18.900000000000002,0.0,12.5,94.60000000000001,0.0,0.0,-9900
5004000,0.0,0.0,0.0,18.6,0.0,12.600000000000001,94.60000000000001,0.0,0.0,-9900
5007600,0.0,0.0,0.0,18.7,0.0,12.4,94.5,0.0,0.0,-9900
5011200,0.0,0.0,0.0,18.8,0.0,12.200000000000001,94.5,0.0,0.0,-9900
5014800,0.0,0.0,0.0,18.400000000000002,0.0,12.200000000000001,94.5,0.0,0.0,-9900
5018400,0.0,0.0,0.0,17.8,0.0,12.100000000000001,94.4,0.0,0.0,-9900
5022000,0.0,0.0,0.0,17.2,0.0,11.9,94.4,0.0,0.0,-9900
5025600,0.0,0.0,0.0,16.7,0.0,11.700000000000001,94.30000000000001,0.0,0.0,-9900
5029200,0.0,0.0,0.0,16.400000000000002,0.0,11.600000000000001,94.30000000000001,0.0,0.0,-9900
5032800,13.0,12.0,7.0,16.3,0.0,11.8,94.30000000000001,0.0,0.0,-9900
5036400,145.0,137.0,85.0,16.7,0.0,12.0,94.30000000000001,0.0,0.0,-9900
5040000,277.0,263.0,163.0,18.1,0.0,11.9,94.30000000000001,0.0,0.0,-9900
5043600,313.0,197.0,219.0,20.6,0.0,11.100000000000001,94.30000000000001,0.0,0.0,-9900
5047200,349.0,131.0,275.0,23.5,0.0,10.100000000000001,94.30000000000001,0.0,0.0,-9900
5050800,386.0,65.0,331.0,26.200000000000003,0.0,9.1,94.2,4.1000000000000005,14.0,-9900
5054400,350.0,43.0,314.0,27.900000000000002,0.0,8.6,94.10000000000001,5.6000000000000005,14.0,-9900
5058000,315.0,21.0,297.0,28.5,0.0,8.700000000000001,94.0,4.6000000000000005,14.0,-9900
5061600,280.0,0.0,280.0,27.700000000000003,0.0,9.4,94.0,3.1,14.0,-9900
5065200,216.0,0.0,216.0,25.6,0.0,10.8,94.0,2.5,14.0,-9900
5068800,152.0,0.0,152.0,22.900000000000002,0.0,12.4,94.0,2.5,15.0,-9900
5072400,89.0,0.0,89.0,20.5,0.0,13.600000000000001,94.10000000000001,2.6,15.0,-9900
5076000,35.0,0.0,35.0,19.1,0.0,14.100000000000001,94.10000000000001,2.2,15.0,-9900
5079600,0.0,0.0,0.0,18.5,0.0,14.100000000000001,94.2,1.6,16.0,-9900
5083200,0.0,0.0,0.0,18.2,0.0,13.700000000000001,94.2,1.0,16.0,-9900
5086800,0.0,0.0,0.0,17.900000000000002,0.0,13.3,94.2,0.8,15.0,-9900
5090400,0.0,0.0,0.0,17.400000000000002,0.0,12.700000000000001,94.2,0.8,14.0,-9900
5094000,0.0,0.0,0.0,16.7,0.0,12.100000000000001,94.30000000000001,1.0,12.0,-9900
5097600,0.0,0.0,0.0,15.600000000000001,0.0,11.4,94.30000000000001,1.2000000000000002,11.0,-9900
5101200,0.0,0.0,0.0,14.3,0.0,10.5,94.30000000000001,1.3,9.0,-9900
5104800,0.0,0.0,0.0,13.200000000000001,0.0,9.700000000000001,94.4,1.5,7.0,-9900
5108400,0.0,0.0,0.0,12.9,0.0,9.0,94.5,2.0,7.0,-9900
5112000,0.0,0.0,0.0,13.0,0.0,8.4,94.5,2.6,7.0,-9900
5115600,0.0,0.0,0.0,12.8,0.0,7.800000000000001,94.60000000000001,3.1,7.0,-9900
5119200,6.0,2.0,5.0,11.9,0.0,7.1000000000000005,94.7,3.3000000000000003,7.0,-9900
5122800,86.0,28.0,74.0,10.9,0.0,6.4,94.80000000000001,3.3000000000000003,7.0,-9900
5126400,167.0,54.0,144.0,10.8,0.0,5.9,94.9,3.1,7.0,-9900
5130000,411.0,337.0,142.0,12.200000000000001,0.0,5.800000000000001,94.9,2.9000000000000004,7.0,-9900
5133600,656.0,620.0,140.0,14.5,0.0,5.9,94.9,2.7,7.0,-9900
5137200,901.0,904.0,138.0,17.1,0.0,6.300000000000001,94.9,2.6,7.0,-9900
5140800,887.0,916.0,126.0,19.200000000000003,0.0,6.7,94.80000000000001,2.6,7.0,-9900
5144400,874.0,928.0,114.0,20.700000000000003,0.0,7.1000000000000005,94.80000000000001,2.7,6.0,-9900
5148000,861.0,941.0,102.0,21.5,0.0,7.300000000000001,94.7,3.1,6.0,-9900
5151600,684.0,886.0,89.0,21.6,0.0,7.2,94.7,3.7,5.0,-9900
5155200,508.0,831.0,77.0,21.1,0.0,6.9,94.7,4.1000000000000005,3.0,-9900
5158800,332.0,777.0,65.0,19.8,0.0,6.7,94.7,4.1000000000000005,2.0,-9900
5162400,127.0,299.0,25.0,17.900000000000002,0.0,6.800000000000001,94.80000000000001,3.4000000000000004,3.0,-9900
5166000,0.0,0.0,0.0,15.9,0.0,7.0,94.9,2.4000000000000004,3.0,-9900
5169600,0.0,0.0,0.0,14.200000000000001,0.0,7.2,95.0,1.5,4.0,-9900
5173200,0.0,0.0,0.0,13.3,0.0,7.300000000000001,95.0,1.1,4.0,-9900
5176800,0.0,0.0,0.0,13.100000000000001,0.0,7.2,95.0,1.1,4.0,-9900
5180400,0.0,0.0,0.0,13.200000000000001,0.0,7.2,95.0,1.3,3.0,-9900
5184000,0.0,0.0,0.0,13.4,0.0,7.1000000000000005,95.0,1.5,3.0,-9900
5187600,0.0,0.0,0.0,13.4,0.0,7.1000000000000005,95.0,1.6,3.0,-9900
5191200,0.0,0.0,0.0,13.100000000000001,0.0,7.1000000000000005,95.0,1.6,4.0,-9900
5194800,0.0,0.0,0.0,12.9,0.0,7.1000000000000005,95.0,1.6,4.0,-9900
5198400,0.0,0.0,0.0,12.700000000000001,0.0,7.1000000000000005,95.0,1.6,4.0,-9900
5202000,0.0,0.0,0.0,12.700000000000001,0.0,7.0,95.0,1.6,4.0,-9900
5205600,4.0,8.0,4.0,12.8,0.0,7.1000000000000005,95.0,1.7000000000000002,4.0,-9900
5209200,174.0,173.0,72.0,13.200000000000001,0.0,7.300000000000001,95.0,1.8,4.0,-9900
5212800,344.0,338.0,140.0,13.700000000000001,0.0,7.5,95.0,1.9000000000000001,5.0,-9900
5216400,515.0,504.0,209.0,14.4,0.0,7.6000000000000005,95.0,2.0,5.0,-9900
5220000,589.0,489.0,250.0,15.200000000000001,0.0,7.5,95.0,2.1,6.0,-9900
5223600,663.0,474.0,291.0,15.9,0.0,7.300000000000001,94.9,2.3000000000000003,6.0,-9900
5227200,738.0,460.0,333.0,16.5,0.0,7.1000000000000005,94.9,2.4000000000000004,7.0,-9900
5230800,669.0,434.0,311.0,16.900000000000002,0.0,7.0,94.9,2.5,7.0,-9900
5234400,600.0,408.0,289.0,17.2,0.0,7.1000000000000005,94.9,2.6,7.0,-9900
5238000,531.0,383.0,268.0,17.2,0.0,7.1000000000000005,94.9,2.6,7.0,-9900
5241600,371.0,278.0,193.0,17.1,0.0,7.1000000000000005,94.9,2.6,7.0,-9900
5245200,212.0,173.0,118.0,16.8,0.0,7.1000000000000005,94.9,2.6,8.0,-9900
5248800,53.0,68.0,44.0,16.5,0.0,7.1000000000000005,94.9,2.6,8.0,-9900
5252400,0.0,0.0,0.0,16.1,0.0,7.300000000000001,94.9,2.6,8.0,-9900
5256000,0.0,0.0,0.0,15.700000000000001,0.0,7.5,94.9,2.6,7.0,-9900
5259600,0.0,0.0,0.0,15.3,0.0,7.6000000000000005,94.9,2.6,7.0,-9900
5263200,0.0,0.0,0.0,15.0,0.0,7.6000000000000005,94.9,2.6,7.0,-9900
5266800,0.0,0.0,0.0,14.8,0.0,7.6000000000000005,94.9,2.5,6.0,-9900
5270400,0.0,0.0,0.0,14.5,0.0,7.6000000000000005,94.9,2.5,6.0,-9900
5274000,0.0,0.0,0.0,14.200000000000001,0.0,7.7,94.9,2.6,6.0,-9900
5277600,0.0,0.0,0.0,13.9,0.0,7.800000000000001,94.9,2.6,6.0,-9900
5281200,0.0,0.0,0.0,13.600000000000001,0.0,7.800000000000001,94.9,2.6,6.0,-9900
5284800,0.0,0.0,0.0,13.4,0.0,7.7,95.0,2.5,7.0,-9900
5288400,0.0,0.0,0.0,13.3,0.0,7.5,95.0,2.6,7.0,-9900
5292000,3.0,0.0,3.0,13.3,0.0,7.300000000000001,95.0,2.9000000000000004,7.0,-9900
5295600,59.0,0.0,59.0,13.600000000000001,0.0,7.2,95.10000000000001,3.3000000000000003,6.0,-9900
5299200,115.0,0.0,115.0,14.3,0.0,7.2,95.10000000000001,3.6,6.0,-9900
5302800,294.0,127.0,187.0,15.5,0.0,7.300000000000001,95.10000000000001,3.8000000000000003,6.0,-9900
5306400,473.0,254.0,259.0,16.900000000000002,0.0,7.4,95.10000000000001,3.9000000000000004,5.0,-9900
5310000,652.0,382.0,332.0,17.8,0.0,7.6000000000000005,95.10000000000001,4.1000000000000005,5.0,-9900
5313600,555.0,276.0,324.0,18.0,0.0,7.7,95.10000000000001,4.4,5.0,-9900
5317200,458.0,170.0,317.0,17.8,0.0,7.800000000000001,95.10000000000001,4.800000000000001,5.0,-9900
5320800,361.0,64.0,310.0,17.6,0.0,7.7,95.10000000000001,5.1000000000000005,5.0,-9900
5324400,325.0,183.0,244.0,17.900000000000002,0.0,7.4,95.10000000000001,5.300000000000001,5.0,-9900
5328000,289.0,302.0,178.0,18.2,0.0,7.1000000000000005,95.10000000000001,5.300000000000001,5.0,-9900
5331600,254.0,422.0,112.0,18.1,0.0,6.800000000000001,95.10000000000001,5.1000000000000005,5.0,-9900
5335200,93.0,155.0,41.0,17.2,0.0,6.7,95.10000000000001,4.800000000000001,5.0,-9900
5338800,0.0,0.0,0.0,16.0,0.0,6.800000000000001,95.2,4.4,6.0,-9900
5342400,0.0,0.0,0.0,14.8,0.0,6.9,95.2,4.1000000000000005,6.0,-9900
5346000,0.0,0.0,0.0,14.100000000000001,0.0,7.0,95.2,3.9000000000000004,6.0,-9900
5349600,0.0,0.0,0.0,13.9,0.0,7.0,95.30000000000001,3.6,6.0,-9900
5353200,0.0,0.0,0.0,13.700000000000001,0.0,7.0,95.30000000000001,3.3000000000000003,6.0,-9900
5356800,0.0,0.0,0.0,13.4,0.0,7.1000000000000005,95.30000000000001,2.8000000000000003,6.0,-9900
5360400,0.0,0.0,0.0,12.8,0.0,7.2,95.30000000000001,2.1,7.0,-9900
5364000,0.0,0.0,0.0,12.200000000000001,0.0,7.300000000000001,95.30000000000001,1.5,7.0,-9900
5367600,0.0,0.0,0.0,11.9,0.0,7.2,95.30000000000001,1.3,7.0,-9900
5371200,0.0,0.0,0.0,11.9,0.0,7.0,95.30000000000001,1.4000000000000001,7.0,-9900
5374800,0.0,0.0,0.0,12.100000000000001,0.0,6.800000000000001,95.30000000000001,1.5,7.0,-9900
5378400,3.0,1.0,2.0,12.5,0.0,6.7,95.4,1.4000000000000001,7.0,-9900
5382000,83.0,27.0,71.0,13.0,0.0,6.800000000000001,95.4,1.3,6.0,-9900
5385600,163.0,53.0,141.0,13.600000000000001,0.0,6.9,95.5,1.5,6.0,-9900
5389200,234.0,56.0,201.0,14.200000000000001,0.0,7.0,95.5,2.2,6.0,-9900
5392800,305.0,60.0,261.0,14.9,0.0,7.2,95.5,3.1,6.0,-9900
5396400,376.0,64.0,322.0,15.600000000000001,0.0,7.4,95.5,3.6,6.0,-9900
5400000,341.0,42.0,305.0,16.400000000000002,0.0,7.6000000000000005,95.5,3.5,6.0,-9900
5403600,307.0,21.0,289.0,17.1,0.0,7.800000000000001,95.4,3.2,5.0,-9900
5407200,273.0,0.0,273.0,17.6,0.0,8.0,95.4,3.1,5.0,-9900
5410800,241.0,53.0,223.0,17.900000000000002,0.0,8.200000000000001,95.4,3.6,5.0,-9900
5414400,209.0,107.0,174.0,17.8,0.0,8.4,95.4,4.3,4.0,-9900
5418000,178.0,161.0,125.0,17.400000000000002,0.0,8.5,95.4,4.6000000000000005,4.0,-9900
5421600,64.0,57.0,44.0,16.6,0.0,8.6,95.5,4.1000000000000005,4.0,-9900
5425200,0.0,0.0,0.0,15.700000000000001,0.0,8.6,95.5,3.1,4.0,-9900
5428800,0.0,0.0,0.0,14.9,0.0,8.700000000000001,95.60000000000001,2.1,4.0,-9900
5432400,0.0,0.0,0.0,14.5,0.0,8.8,95.60000000000001,1.6,4.0,-9900
5436000,0.0,0.0,0.0,14.3,0.0,8.8,95.7,1.5,5.0,-9900
5439600,0.0,0.0,0.0,14.3,0.0,8.8,95.60000000000001,1.5,5.0,-9900
5443200,0.0,0.0,0.0,14.200000000000001,0.0,8.700000000000001,95.60000000000001,1.5,5.0,-9900
5446800,0.0,0.0,0.0,14.0,0.0,8.5,95.5,1.3,6.0,-9900
5450400,0.0,0.0,0.0,13.8,0.0,8.4,95.5,1.0,6.0,-9900
5454000,0.0,0.0,0.0,13.8,0.0,8.4,95.5,0.9,6.0,-9900
5457600,0.0,0.0,0.0,13.9,0.0,8.4,95.5,0.9,6.0,-9900
5461200,0.0,0.0,0.0,14.100000000000001,0.0,8.4,95.5,1.0,6.0,-9900
5464800,1.0,0.0,1.0,14.3,0.0,8.3,95.5,1.2000000000000002,6.0,-9900
5468400,81.0,26.0,70.0,14.5,0.0,8.200000000000001,95.60000000000001,1.4000000000000001,6.0,-9900
5472000,161.0,52.0,139.0,15.0,0.0,8.200000000000001,95.60000000000001,1.5,6.0,-9900
5475600,204.0,34.0,189.0,15.8,0.0,8.4,95.60000000000001,1.5,5.0,-9900
5479200,247.0,17.0,239.0,16.8,0.0,8.6,95.60000000000001,1.5,4.0,-9900
5482800,290.0,0.0,290.0,17.8,0.0,8.9,95.60000000000001,1.5,3.0,-9900
5486400,312.0,21.0,295.0,18.7,0.0,9.1,95.5,1.5,4.0,-9900
5490000,334.0,42.0,300.0,19.3,0.0,9.200000000000001,95.5,1.5,6.0,-9900
5493600,356.0,63.0,306.0,19.400000000000002,0.0,9.5,95.4,1.5,7.0,-9900
5497200,265.0,42.0,231.0,18.900000000000002,0.0,10.0,95.4,1.4000000000000001,6.0,-9900
5500800,174.0,21.0,157.0,18.1,0.0,10.5,95.4,1.2000000000000002,4.0,-9900
5504400,83.0,0.0,83.0,17.400000000000002,0.0,10.8,95.4,1.0,3.0,-9900
5508000,29.0,0.0,29.0,17.0,0.0,10.700000000000001,95.4,0.8,3.0,-9900
5511600,0.0,0.0,0.0,16.900000000000002,0.0,10.5,95.4,0.7000000000000001,2.0,-9900
5515200,0.0,0.0,0.0,16.8,0.0,10.200000000000001,95.4,0.5,2.0,-9900
5518800,0.0,0.0,0.0,16.6,0.0,10.100000000000001,95.4,0.30000000000000004,2.0,-9900
5522400,0.0,0.0,0.0,16.400000000000002,0.0,10.100000000000001,95.4,0.30000000000000004,3.0,-9900
5526000,0.0,0.0,0.0,16.1,0.0,10.100000000000001,95.4,0.30000000000000004,3.0,-9900
5529600,0.0,0.0,0.0,15.8,0.0,9.9,95.4,0.5,3.0,-9900
5533200,0.0,0.0,0.0,15.5,0.0,9.600000000000001,95.4,0.8,4.0,-9900
5536800,0.0,0.0,0.0,15.100000000000001,0.0,9.200000000000001,95.30000000000001,0.5,5.0,-9900
5540400,0.0,0.0,0.0,14.4,0.0,9.0,95.30000000000001,0.0,0.0,-9900
5544000,0.0,0.0,0.0,13.700000000000001,0.0,9.1,95.2,0.0,0.0,-9900
5547600,0.0,0.0,0.0,13.200000000000001,0.0,9.200000000000001,95.2,0.0,0.0,-9900
5551200,0.0,0.0,0.0,13.200000000000001,0.0,9.4,95.2,0.0,0.0,-9900
5554800,79.0,25.0,69.0,13.8,0.0,9.4,95.10000000000001,0.0,0.0,-9900
5558400,159.0,50.0,138.0,14.8,0.0,9.200000000000001,95.10000000000001,0.0,0.0,-9900
5562000,231.0,55.0,200.0,16.3,0.0,8.700000000000001,95.10000000000001,0.0,0.0,-9900
5565600,304.0,60.0,262.0,18.0,0.0,8.200000000000001,95.10000000000001,0.0,0.0,-9900
5569200,377.0,65.0,324.0,19.8,0.0,8.1,95.0,2.1,14.0,-9900
5572800,451.0,177.0,310.0,21.5,0.0,8.6,94.9,3.0,14.0,-9900
5576400,526.0,289.0,297.0,22.8,0.0,9.3,94.80000000000001,3.1,14.0,-9900
5580000,601.0,401.0,284.0,23.8,0.0,9.700000000000001,94.7,3.1,14.0,-9900
5583600,456.0,323.0,227.0,24.3,0.0,9.5,94.60000000000001,3.5,14.0,-9900
5587200,312.0,245.0,170.0,24.1,0.0,9.1,94.5,3.9000000000000004,14.0,-9900
5590800,168.0,167.0,114.0,23.3,0.0,9.1,94.5,4.1000000000000005,14.0,-9900
5594400,57.0,56.0,38.0,21.8,0.0,10.0,94.5,3.6,14.0,-9900
5598000,0.0,0.0,0.0,20.1,0.0,11.200000000000001,94.5,2.8000000000000003,15.0,-9900
5601600,0.0,0.0,0.0,18.5,0.0,12.200000000000001,94.5,2.1,15.0,-9900
5605200,0.0,0.0,0.0,17.5,0.0,12.5,94.5,1.7000000000000002,15.0,-9900
5608800,0.0,0.0,0.0,17.0,0.0,12.100000000000001,94.60000000000001,1.6,15.0,-9900
5612400,0.0,0.0,0.0,16.5,0.0,11.4,94.60000000000001,1.6,14.0,-9900
5616000,0.0,0.0,0.0,16.0,0.0,10.700000000000001,94.60000000000001,1.5,14.0,-9900
5619600,0.0,0.0,0.0,15.100000000000001,0.0,10.100000000000001,94.60000000000001,1.2000000000000002,14.0,-9900
5623200,0.0,0.0,0.0,13.8,0.0,9.5,94.60000000000001,1.0,14.0,-9900
5626800,0.0,0.0,0.0,12.200000000000001,0.0,8.700000000000001,94.60000000000001,1.1,14.0,-9900
5630400,0.0,0.0,0.0,10.8,0.0,7.800000000000001,94.60000000000001,1.4000000000000001,15.0,-9900
5634000,0.0,0.0,0.0,9.9,0.0,7.2,94.60000000000001,1.5,15.0,-9900
5637600,0.0,0.0,0.0,10.0,0.0,6.9,94.60000000000001,1.3,15.0,-9900
5641200,206.0,427.0,29.0,11.0,0.0,6.7,94.7,1.0,16.0,-9900
5644800,414.0,858.0,59.0,12.700000000000001,0.0,6.300000000000001,94.7,1.0,16.0,-9900
5648400,579.0,904.0,67.0,14.9,0.0,5.4,94.7,1.6,15.0,-9900
5652000,744.0,951.0,76.0,17.2,0.0,4.5,94.7,2.5,15.0,-9900
5655600,909.0,998.0,85.0,19.1,0.0,3.8000000000000003,94.7,3.6,14.0,-9900
5659200,892.0,995.0,84.0,20.3,0.0,3.8000000000000003,94.60000000000001,4.5,14.0,-9900
5662800,875.0,992.0,83.0,20.900000000000002,0.0,4.1000000000000005,94.60000000000001,5.1000000000000005,14.0,-9900
5666400,858.0,989.0,82.0,21.200000000000003,0.0,4.3,94.5,5.1000000000000005,14.0,-9900
5670000,675.0,930.0,72.0,21.3,0.0,4.2,94.4,4.6000000000000005,14.0,-9900
5673600,493.0,871.0,62.0,21.1,0.0,3.9000000000000004,94.4,3.8000000000000003,13.0,-9900
5677200,311.0,812.0,53.0,20.200000000000003,0.0,3.8000000000000003,94.4,3.1,13.0,-9900
5680800,103.0,268.0,17.0,18.6,0.0,4.1000000000000005,94.5,2.9000000000000004,13.0,-9900
5684400,0.0,0.0,0.0,16.7,0.0,4.5,94.5,3.0,14.0,-9900
5688000,0.0,0.0,0.0,15.0,0.0,5.0,94.60000000000001,3.1,14.0,-9900
5691600,0.0,0.0,0.0,14.0,0.0,5.2,94.60000000000001,3.1,12.0,-9900
5695200,0.0,0.0,0.0,13.4,0.0,5.2,94.60000000000001,2.8000000000000003,11.0,-9900
5698800,0.0,0.0,0.0,12.600000000000001,0.0,5.1000000000000005,94.60000000000001,2.4000000000000004,9.0,-9900
5702400,0.0,0.0,0.0,11.3,0.0,5.0,94.5,1.8,7.0,-9900
5706000,0.0,0.0,0.0,9.3,0.0,4.9,94.4,1.1,4.0,-9900
5709600,0.0,0.0,0.0,7.800000000000001,0.0,4.9,94.30000000000001,0.5,1.0,-9900
5713200,0.0,0.0,0.0,8.1,0.0,5.0,94.30000000000001,0.30000000000000004,1.0,-9900
5716800,0.0,0.0,0.0,9.700000000000001,0.0,5.2,94.30000000000001,0.6000000000000001,16.0,-9900
5720400,0.0,0.0,0.0,11.5,0.0,5.5,94.30000000000001,1.5,16.0,-9900
5724000,0.0,0.0,0.0,12.700000000000001,0.0,5.800000000000001,94.30000000000001,3.0,15.0,-9900
5727600,194.0,352.0,49.0,13.4,0.0,6.0,94.30000000000001,4.7,13.0,-9900
