time,ghi,DNI,dhi,Tdry,Tdew,rh,p,wspd,wdir,albedo
39600,0,826.41866048175,-9900,20.01140435536667,10.940629482266665,30.011919975283334,996.799987793,1.8965784609333334,89.92122332254998,-9900
41400,0,844.1390380859499,-9900,21.413736979166668,11.927458604183334,30.05185921985,995.1397501627833,0.3180871009833333,109.70418548583335,-9900
43200,0,861.5827331542833,-9900,23.51436233521667,13.4153620402,30.10465176898333,992.799987793,0.9469374815666667,193.33955637613334,-9900
45000,0,864.8772989908833,-9900,25.00780200956667,14.502896944683334,30.07989374796667,992.799987793,1.6365368167499998,221.11550076803337,-9900
46800,0,910.9041849771999,-9900,25.896299044283328,15.122342427583334,30.062975247683337,992.799987793,1.1791365245833332,213.81672350563335,-9900
48600,0,904.4313354492168,-9900,27.327570915216665,16.124501705166665,30.049797693883335,992.799987793,3.4770659605666663,254.93894195558335,-9900
50400,0,856.3954671224168,-9900,29.039551417033334,17.3645846049,30.044665654516667,992.799987793,3.55489206315,271.82794189453335,-9900
52200,0,561.41451009115,-9900,30.79697100321667,18.648499488800002,30.038234392799996,992.799987793,2.62523424625,295.0347442626833,-9900
54000,0,675.4784342448,-9900,31.200060844433334,18.87080605825,30.03237756095,992.799987793,1.7350212236166664,156.06280390423333,-9900
55800,0,677.1430714925167,-9900,32.28268369038333,19.7003145218,30.029048283933335,992.799987793,2.5099389553,156.19346237183333,-9900
57600,0,726.6656392415334,-9900,32.35056177776667,19.76036802928333,30.02694225313333,992.799987793,2.3864636421333336,162.059135437,-9900
59400,0,525.3484344482334,-9900,32.73996162415,19.891273816416668,30.01259803773333,992.799987793,2.1387746532833334,188.85292307535,-9900
61200,0,162.4026559194167,-9900,31.415975570683333,18.947580337533335,30.005698521916667,992.799987793,2.496964653333333,198.3412882487,-9900
63000,0,0.2420870463,-9900,27.849727630633335,16.43424479168333,30.010836601250002,992.799987793,3.1679458618,190.5233891805,-9900
64800,0,0.0,-9900,24.092905044550005,13.708463350916668,30.065780003850005,990.8038838704666,2.3739838997500002,211.6301320393833,-9900
66600,0,0.0,-9900,20.5702530543,11.284797350566665,30.015392939266665,992.799987793,2.198628365983333,214.06631215414998,-9900
68400,0,0.0,-9900,18.884626706466666,10.028388818116667,30.04007498421667,992.799987793,2.4306428829833333,195.37867736816668,-9900
70200,0,0.0,-9900,17.243306159983334,8.799029350283332,30.037490526833334,992.799987793,1.5934449533666666,204.13120269775,-9900
72000,0,0.0,-9900,16.49953079225,8.278059959433334,30.0539960861,992.799987793,0.9221950173333333,189.95994822185003,-9900
73800,0,0.0,-9900,15.894546349849998,7.864522218716665,30.047071774766664,992.799987793,0.45980549851666663,189.90006510416666,-9900
75600,0,0.0,-9900,15.635945479083333,7.699793895083334,30.041354179349998,992.799987793,1.0169802208666667,211.7850240071667,-9900
77400,0,0.0,-9900,14.900093714383331,7.167723099383334,30.050834337849995,992.799987793,2.08703935145,191.98437245688334,-9900
79200,0,0.0,-9900,14.314931392666667,6.850473086050001,30.05063883465,992.799987793,1.8671566347333333,195.01619720458334,-9900
81000,0,0.0,-9900,13.603492577866666,6.064166704799999,30.05702114106667,992.799987793,1.3076545000166666,200.6235453287833,-9900
82800,0,0.0,-9900,12.439516544349999,5.342517058066666,30.050821940099997,992.799987793,1.0740870833333334,206.3269755045667,-9900
84600,0,0.0,-9900,11.678647041300001,4.782089869183333,30.049837112416668,992.799987793,1.4037335589500002,216.63478851318334,-9900
86400,0,0.0,-9900,10.924652099600001,4.259124795599999,30.06421311693333,992.799987793,1.7231116692333333,204.59604136149997,-9900
88200,0,0.0,-9900,10.702571233133334,3.9531193177,30.049744923933336,992.799987793,1.0090505083499999,237.80598195395,-9900
90000,0,0.0,-9900,10.277028401683335,3.7033943335166666,30.057858785000004,992.799987793,0.0,225.38110860188337,-9900
91800,0,0.0,-9900,10.207925001783332,3.6358720859000004,30.05378437041667,992.799987793,0.0,180.10931650796667,-9900
93600,0,0.0,-9900,10.282174110416667,3.7614550193,30.066473007200003,992.799987793,0.0,174.68621826175,-9900
95400,0,0.0,-9900,9.778788407633334,3.4070649147166665,30.070843060833337,992.799987793,0.0,188.88216654459998,-9900
97200,0,0.0,-9900,9.864912827816665,3.4702196916000005,30.071253776533336,992.799987793,1.3907232682000001,215.0876882076333,-9900
99000,0,0.0,-9900,10.1720081965,3.688809673,30.07260513306667,992.799987793,1.0363353888166669,141.5348326365333,-9900
100800,0,0.0,-9900,10.075208822883335,3.5611609617833335,30.071556091283338,992.799987793,1.4920546114333335,36.77553176878333,-9900
102600,0,0.0,-9900,9.908052921316665,3.4158428112499997,30.060265223183336,992.799987793,1.01915711165,63.158073425299996,-9900
104400,0,0.0,-9900,9.430770556116666,3.0423562923999996,30.04635906221667,992.799987793,0.19458574056666667,184.2947591146,-9900
106200,0,0.0,-9900,9.34372679395,3.0439010858500004,30.052983601883337,992.799987793,1.76563996075,36.287209510800004,-9900
108000,0,0.0,-9900,9.536721865333334,3.142970720933333,30.033414840666666,992.799987793,2.3729236125833335,143.85462633768336,-9900
109800,0,0.0,-9900,9.540931860616666,3.2182871897833336,30.047358830783338,992.799987793,0.44080018005000005,162.88482646146664,-9900
111600,0,0.0,-9900,9.3652089437,3.1558952728833334,30.06771246595,992.799987793,0.0,81.74594370525,-9900
113400,0,0.0,-9900,8.711179733266667,2.6167792081833334,30.069836616516668,992.799987793,0.0,315.0042572021333,-9900
115200,0,242.22027015685,-9900,8.864462534583334,2.7366986672,30.085278828916667,992.799987793,0.0,262.97041161855,-9900
117000,0,523.9953206380166,-9900,11.629269917833332,4.8285281260833335,30.092942555749996,992.799987793,1.3560175100833334,28.099795897800004,-9900
118800,0,669.9826354980501,-9900,15.244198163350001,7.437353928883333,30.097168604533334,992.799987793,3.5379656553333336,65.12548955281666,-9900
120600,0,703.5214742024833,-9900,18.08504104615,9.498430728933332,30.108512878416665,992.799987793,1.8382029334666665,131.68163681029998,-9900
122400,0,663.78004964195,-9900,19.788761138933335,10.74051650365,30.105120341000003,992.799987793,3.3662656943166667,122.91879399618334,-9900
124200,0,841.6051432291666,-9900,20.9284734726,11.535554885849999,30.1133378347,992.799987793,1.3664761781833332,144.53391011555001,-9900
126000,0,907.3096516927334,-9900,22.501319249466665,12.677869002033333,30.094972928350003,992.799987793,3.7427597045833334,95.25743929545,-9900
127800,0,885.6110738118667,-9900,23.097344398516665,13.134936968483332,30.094465255733336,992.799987793,4.36164013545,93.49036534628334,-9900
129600,0,903.0385030110834,-9900,23.391297658266666,13.347639560700001,30.07007789611666,992.799987793,4.5205842653833335,82.67876942953335,-9900
131400,0,905.6266988118332,-9900,24.026387850450003,13.766240755716668,30.04940541583333,992.799987793,5.61850714685,57.981037139899996,-9900
133200,0,868.7794087727667,-9900,24.956738154083336,14.441798051200001,30.041920979833336,992.799987793,4.2425101598,63.826699574799996,-9900
135000,0,927.6828002929666,-9900,26.072693824799998,15.274564901983334,30.02144972483333,992.799987793,4.7294437488,66.2118581136,-9900
136800,0,921.8482564290334,-9900,28.0226688385,16.63031609855,30.048482576999998,991.4666544596666,5.99664966265,78.57834243773333,-9900
138600,0,913.2938334146834,-9900,29.657084465016663,17.809148152683335,30.11973794301667,988.799987793,7.600085576366666,57.5233853658,-9900
140400,0,878.0782267252665,-9900,30.528337478633333,18.386203447983334,30.110364278166667,988.799987793,6.092691818866666,63.63811937968333,-9900
142200,0,828.7749735514332,-9900,31.338471730549998,18.94311745961667,30.12090587616667,988.799987793,5.648338476816666,67.53446324666666,-9900
144000,0,746.9477640787833,-9900,31.624586105350005,19.17862860361667,30.113562901816668,988.799987793,5.059608936316667,76.39776102701667,-9900
145800,0,624.7949117024833,-9900,31.932339032483338,19.375,30.059456507333334,991.13571166995,4.046234965316667,71.26114400228333,-9900
147600,0,391.65873209635,-9900,31.555311203016668,19.065443674716665,30.11202462513334,988.799987793,5.506748994183333,50.749289830516666,-9900
149400,0,47.27715555828333,-9900,29.486057917266663,17.621122360233333,30.10191726685,988.799987793,4.126199846466666,73.53206125895001,-9900
151200,0,0.0,-9900,26.441577593466672,15.405954201999998,30.117402712466667,988.799987793,2.355338186033333,80.43776003518333,-9900
153000,0,0.0,-9900,23.554083506266664,13.372762839016668,30.080159187333333,990.4717000325833,0.011331770566666668,196.97514216106666,-9900
154800,0,0.0,-9900,20.905002594,11.44566504161667,30.05326175688333,991.1488444010665,0.0,232.1223627726167,-9900
156600,0,0.0,-9900,19.568675359066667,10.506974538183332,30.00596332551667,992.799987793,1.0853292942,291.83817545575,-9900
158400,0,0.0,-9900,18.095222155266665,9.378184954333333,30.047473907466664,991.1167704264666,0.0,221.8278935750333,-9900
160200,0,0.0,-9900,16.56700611115,8.36896626155,30.040477752666664,992.1333211263333,0.0,174.16991678875,-9900
162000,0,0.0,-9900,15.209399859099998,7.410614728933333,30.028813997916668,992.799987793,0.33516940473333334,154.11876424153334,-9900
163800,0,0.0,-9900,14.412193139400001,6.816816012066667,30.01859156291667,992.799987793,0.0,125.34065628051667,-9900
165600,0,0.0,-9900,13.5825091998,6.1547762553,30.0366223653,992.799987793,0.0,82.26033655799999,-9900
167400,0,0.0,-9900,12.920193672183332,5.723561445883334,30.0388921102,992.799987793,0.0,140.31633122763336,-9900
169200,0,0.0,-9900,12.411024570450001,5.2361049652,30.032562891666668,992.799987793,0.0,115.4401181539,-9900
171000,0,0.0,-9900,11.763056437183335,4.827551126483333,30.041284879066666,992.799987793,1.4338259001500002,68.78789893785,-9900
172800,0,0.0,-9900,12.543626467383334,5.4231318633,30.035688718166664,992.799987793,1.8502057592166665,69.98467540741667,-9900
174600,0,0.0,-9900,12.686106363916666,5.572829087583333,30.02619806926667,992.799987793,1.7672678815833331,44.129997571316665,-9900
176400,0,0.0,-9900,12.8652232488,5.6159713268500004,30.02577654521667,992.799987793,2.228800574933333,41.453904787683335,-9900
178200,0,0.0,-9900,12.450052579249999,5.321664730716667,30.010870297733334,992.799987793,1.59776379665,60.430634180683334,-9900
180000,0,0.0,-9900,11.801561037716668,4.880305846533333,30.032958666466666,992.799987793,0.16656925281666665,83.52364889778333,-9900
181800,0,0.0,-9900,10.97082360585,4.315859079366667,30.035420735683335,992.799987793,1.8649779533166668,81.98466936746667,-9900
183600,0,0.0,-9900,11.153712908416665,4.388930241266667,30.024839401250002,992.799987793,1.6177030304999998,47.438527266183335,-9900
185400,0,0.0,-9900,11.819510142016666,4.821814457583334,30.022615750650004,992.799987793,4.568966269483333,40.06961234411666,-9900
187200,0,0.0,-9900,12.715250333150001,5.4776982466333335,30.016723950699998,992.799987793,1.9537679031666668,42.10027980806667,-9900
189000,0,0.0,-9900,12.954811731966666,5.7384962241,30.025004704799997,992.799987793,1.3175745010333335,71.96065171558332,-9900
190800,0,0.0,-9900,13.218461831416667,5.962852080666667,30.0159511566,992.799987793,6.585800846433333,49.267237981183335,-9900
192600,0,0.0,-9900,13.792383035016664,6.322912057233332,30.0134191513,992.799987793,7.3381572167,50.372579574583334,-9900
194400,0,0.0,-9900,14.728936990083334,6.955664157866667,30.07380263011667,990.4493713379167,3.6803221702499997,58.95839389166665,-9900
196200,0,0.0,-9900,14.237681229883334,6.6278942426,30.017637888599996,992.799987793,2.8783104618333333,75.0497268041,-9900
198000,0,0.0,-9900,13.723679542533333,6.127916097633334,30.023547490466665,992.799987793,3.25365006925,140.07615340748333,-9900
199800,0,0.0,-9900,12.951763312016666,5.7795991897666665,30.0183798472,992.799987793,2.379280845333333,170.901191473,-9900
201600,0,0.6359156370166666,-9900,13.107514381416665,5.891758203516666,30.036708195983334,992.799987793,2.8263867696166667,80.44082021715,-9900
203400,0,41.1200023095,-9900,13.499710718783334,6.1652420361999996,30.0459362666,992.799987793,1.8065296504500001,187.08950014411667,-9900
205200,0,553.4751078288,-9900,15.07400401435,7.3360199133499995,30.047094980866664,992.799987793,4.0871870716166665,119.27066310246666,-9900
207000,0,707.8903503418,-9900,18.874336242683334,10.1610511144,30.05566533406667,992.799987793,5.678224603333334,39.45699914295,-9900
208800,0,60.43434270221667,-9900,21.641627947483332,12.081703027083334,30.045363108316668,992.799987793,4.259751081466667,86.67653210958333,-9900
210600,0,331.4285341898667,-9900,21.826258023583332,12.1988471349,30.05781936646667,992.799987793,3.4956980769666663,38.82998132705,-9900
212400,0,572.6402537028001,-9900,23.510860761016662,13.3742570877,30.051858902000003,992.799987793,9.63143022855,70.1701450348,-9900
214200,0,65.28952417771667,-9900,25.329705556216666,14.665873845416668,30.035584767666666,992.799987793,14.1362730662,68.63121414185001,-9900
216000,0,19.075827936350002,-9900,24.571746508283336,14.162826855983333,30.013816833483332,992.799987793,10.429652690883335,67.83533541361668,-9900
217800,0,42.26653788488334,-9900,24.373835245766667,14.018969376883334,30.040846824633334,991.4666544596666,10.561179478966666,61.7408625285,-9900
219600,0,26.050421973083335,-9900,24.992261886583332,14.462462743116665,30.09901682538333,988.799987793,9.927050669966667,60.67144012451666,-9900
221400,0,0.6291158199333333,-9900,25.141622225433334,14.574787934616667,30.083689371733332,988.799987793,7.9294848442,58.9997584025,-9900
223200,0,0.0,-9900,25.081430435183336,14.529035727183333,30.075680414833332,988.799987793,6.547477960583333,88.19760004678334,-9900
225000,0,1.2513874769333333,-9900,24.8156410853,14.320344924933332,30.0727666219,988.799987793,5.302735726033333,54.47435379028334,-9900
226800,0,0.0,-9900,25.238355636583332,14.657678286233335,30.07230504353333,988.799987793,3.05569817995,38.477396170300004,-9900
228600,0,0.0,-9900,25.48081620531666,14.807345231366666,30.066406885766668,988.799987793,2.6923353274666666,50.353346188883336,-9900
230400,0,0.0,-9900,25.369737943016663,14.668555259716669,30.054370880133334,988.799987793,3.7796584467000005,53.49474589031667,-9900
232200,0,0.0,-9900,24.562467575083332,14.092909018216668,30.06344159443334,988.799987793,2.216137925783333,111.7810271581,-9900
234000,0,0.0,-9900,23.724154472350005,13.536486625666667,30.076910018899994,988.799987793,4.052749435116667,134.49981858335,-9900
235800,0,0.0,-9900,23.31552600861666,13.3391470909,30.06470584868333,988.799987793,1.8348536888666669,287.5880521138667,-9900
237600,0,0.0,-9900,23.373173395766667,13.011207898466667,30.061511039733332,988.799987793,3.7363007068666665,113.65893705933333,-9900
239400,0,0.0,-9900,23.16976356506667,13.108927567783335,30.085160891216663,988.799987793,3.310732444116667,193.59374717871665,-9900
241200,0,0.0,-9900,22.73930390676667,12.71434116365,30.084691365566666,988.799987793,1.5196673273999999,286.54039510091667,-9900
243000,0,0.0,-9900,22.5505873362,12.515152613316667,30.0800933838,988.799987793,2.394096811616667,313.0617574056166,-9900
244800,0,0.0,-9900,22.289486249283332,12.325380166366665,26.314842224133333,988.799987793,0.9721180598,250.06833553313334,-9900
246600,0,0.0,-9900,22.1717001597,12.09265995025,30.09285672505,988.799987793,1.0561575691,162.37660217286665,-9900
248400,0,0.0,-9900,21.012979507449998,11.564270655333333,30.109999020899995,988.799987793,1.3222912152500002,199.68691253665,-9900
250200,0,0.0,-9900,20.083766301483333,10.852721850066667,30.10881233213333,988.799987793,0.7463835477833333,206.68539683025003,-9900
252000,0,0.0,-9900,19.2166999181,10.258377869916666,30.10524749756667,988.799987793,2.0701396862666663,189.60438028971666,-9900
253800,0,0.0,-9900,18.707741737366668,9.790283679966668,30.117966969799994,988.799987793,1.5953106284333334,200.16384887696665,-9900
255600,0,0.0,-9900,18.307620366416668,9.647163709016668,30.023356437666667,992.4686381022333,5.007043321933334,177.15308634441666,-9900
257400,0,0.0,-9900,17.840390841183332,9.0855046908,30.05129178363333,991.1456095377833,1.1051373283166668,228.36817677816668,-9900
259200,0,0.0,-9900,17.61578623455,9.08663225175,30.11404863996667,989.1059773763333,1.2677160898833335,214.60467274985,-9900
261000,0,0.0,-9900,17.54220517475,8.939722855883334,30.026399612399995,992.1333211263333,4.499089558933333,185.76511128743334,-9900
262800,0,0.0,-9900,16.914475123083335,8.610122521716667,30.035606384250002,991.10516357425,2.2395384708833332,187.03454081218334,-9900
264600,0,0.0,-9900,16.685486475616667,8.4113361041,30.046669642150004,991.1620279948166,1.7206117113333335,185.45813496906666,-9900
266400,0,0.0,-9900,16.488131205233334,8.1649131775,30.112384160399998,988.799987793,2.059966564166667,198.30476379395,-9900
268200,0,0.0,-9900,16.130891323083333,8.04374663035,30.107464472466663,988.799987793,2.2233641545,198.96019236248333,-9900
270000,0,0.0,-9900,16.18959093095,7.908095359800001,30.060447057083334,991.1628112793165,1.7580922842166666,214.36297098796663,-9900
271800,0,0.0,-9900,16.051094214133332,8.009349425649999,30.07392088571667,990.4865722656499,1.3014457225833336,189.0875193278,-9900
273600,0,0.0,-9900,16.225102742533334,7.936507860833334,30.008556683816664,992.799987793,0.8480875566666666,210.71268717448334,-9900
275400,0,0.0,-9900,15.87769969305,7.795104662583333,30.044728596966667,991.4666544596666,1.0998502175,108.67057609558334,-9900
277200,0,0.0,-9900,15.688783009866668,7.5414931774,30.073484738666668,990.4968770345332,2.1633204221666666,167.08978112538333,-9900
279000,0,0.0,-9900,15.4876689911,7.627542416250001,30.057275136299996,991.4666544596666,2.1245263417666664,32.31702454885001,-9900
280800,0,0.0,-9900,14.928103129066665,7.207057237633333,30.078904469783335,990.4935201009333,2.0320042769,116.6786994934,-9900
282600,0,0.0,-9900,13.999943733216666,6.51877125105,30.012402852383335,992.799987793,0.11722171306666666,170.8963139852,-9900
284400,0,0.0,-9900,12.88913997015,5.6408267021333325,30.0162970225,992.799987793,0.0,135.34926478068334,-9900
286200,0,20.99578825633333,-9900,11.4478855133,4.6398304303666675,30.027068456016664,992.799987793,0.0,156.07098642985,-9900
288000,0,340.2739639282167,-9900,11.539062023166666,4.740684588733333,30.039456367500005,992.799987793,3.0925294558,326.8945058186667,-9900
289800,0,618.8314615885333,-9900,14.3520092964,6.80307563145,30.054955482483333,992.799987793,0.30629380543333334,179.8092729648,-9900
291600,0,740.23615519205,-9900,18.665371894833335,9.914707978566666,30.05911064148334,992.799987793,0.0,49.48671213785,-9900
293400,0,812.4959208170667,-9900,22.190198262533332,12.494886398299998,30.067459424316667,992.799987793,2.454761664083333,44.72934659321667,-9900
295200,0,857.2693888346333,-9900,24.2574745814,13.94915151595,30.069565772999997,992.799987793,3.0335333347333333,69.65607929229999,-9900
297000,0,887.9015706380166,-9900,24.760745366416668,14.279072443650001,30.072555542000003,992.799987793,2.335459232316667,82.02197138468334,-9900
298800,0,908.1771341959667,-9900,25.265128453566664,14.6798380216,30.077171961466664,992.799987793,1.2114773740166667,158.55320739746665,-9900
300600,0,925.7996724446667,-9900,26.60831610363334,15.634507020333333,30.061524073283334,992.799987793,3.498703320816667,256.54407374065,-9900
302400,0,933.55732218425,-9900,27.779589653016668,16.436019261683334,30.050960540800002,992.799987793,1.44220731655,149.66313044228335,-9900
304200,0,936.8533833821333,-9900,28.990730285633333,17.329747835783333,30.04465834298333,992.799987793,1.5911291043166667,202.70064290363334,-9900
306000,0,938.3431396484501,-9900,29.955843925483332,17.970475514733334,30.02468967436666,992.799987793,3.076727032666667,304.8210652669333,-9900
307800,0,933.0089518229333,-9900,30.44988536833333,18.3125,30.013009707133335,992.799987793,4.101720015216666,287.96271260578334,-9900
309600,0,918.3463439941333,-9900,31.350768089283335,19.04304885866667,30.0585422516,991.4666544596666,3.7379018267,269.5376739502,-9900
311400,0,894.6938374837333,-9900,32.90665245055,20.1182530721,30.02522977195,992.1333211263333,2.7044921120166667,289.85228983561666,-9900
313200,0,856.8572489420667,-9900,34.05394999185,20.933776855466665,30.098506609599998,989.4666544596666,3.2358115116666664,291.7581431071,-9900
315000,0,807.4233805338334,-9900,35.3468875885,21.813121795666664,30.117288589483337,988.799987793,2.6427502532666667,278.6002629598,-9900
316800,0,731.6489664713666,-9900,36.231210072833335,22.41533374786667,30.10919570925,988.799987793,2.4424880345666664,199.7926425933667,-9900
318600,0,579.2546895345166,-9900,36.14206377665,22.32867495218333,30.108171780899998,988.799987793,2.198748290566667,143.3485056559333,-9900
320400,0,383.40192667643333,-9900,34.66543706256666,21.263568242399998,30.108632723500005,988.799987793,1.1503308117333333,166.75623067220002,-9900
322200,0,48.24360529581667,-9900,32.09002717336667,19.425858815500003,30.111158688883332,988.799987793,0.5436909596166667,234.24269866943334,-9900
324000,0,0.0,-9900,28.22041130065,16.686019420633333,30.121371269233336,988.799987793,1.665824909983333,252.1588160197,-9900
325800,0,0.0,-9900,24.39648183185,14.01274315515,30.023139317833337,992.4772135417,2.122854987783333,186.80648803711668,-9900
327600,0,0.0,-9900,21.6143099467,12.041694323233335,30.00762875878333,992.799987793,3.4095974365833333,200.27347056071667,-9900
329400,0,0.0,-9900,19.672546068816665,10.535171985633333,30.026540120416666,992.799987793,2.2572316328833333,199.1446609497167,-9900
331200,0,0.0,-9900,18.468079249066665,9.762748877199998,30.036533037816668,992.799987793,2.3250730832333333,202.30298105876668,-9900
333000,0,0.0,-9900,17.90253925325,9.128548622133332,30.032651265433334,992.799987793,0.8361049890666666,200.28901418048335,-9900
334800,0,0.0,-9900,17.076449394233332,8.692720413216668,30.043703079216666,992.799987793,0.45554504791666667,204.30739593505004,-9900
336600,0,0.0,-9900,16.19600454965,7.952594280266667,30.04910628001667,992.799987793,0.09310301145,184.01961771648334,-9900
338400,0,0.0,-9900,15.360532283783334,7.4364604949999995,30.06178665163333,992.799987793,0.7447992166,199.4461568196667,-9900
340200,0,0.0,-9900,14.735268751766668,7.0589439074166656,30.05934651693333,992.799987793,1.5778222481333335,185.32171376544997,-9900
342000,0,0.0,-9900,14.354734420783332,6.779865344366667,30.07055155435,992.799987793,0.34977118175,207.74429829914996,-9900
343800,0,0.0,-9900,13.615526517233334,6.195741573966667,30.063055038433333,992.799987793,0.6191191275833333,218.80550893148333,-9900
345600,0,0.0,-9900,12.747390270216668,5.418083588266666,30.06623999275,992.799987793,0.0,239.90456390383335,-9900
347400,0,0.0,-9900,12.346107641849999,5.2814745903,30.060218493133338,992.799987793,0.42361187935000005,253.7167994181333,-9900
349200,0,0.0,-9900,12.003075281783333,5.057798385616667,30.07456493375,992.799987793,2.7334247827666664,283.1213836669833,-9900
351000,0,0.0,-9900,11.962060610466667,4.9985318184,30.052648544333337,992.799987793,1.9403333663833333,179.65288178125,-9900
352800,0,0.0,-9900,12.142755031583334,5.003877083450001,30.066804250083333,992.799987793,0.7157732049666666,31.925739288333332,-9900
354600,0,0.0,-9900,11.45634031295,4.599364837016666,30.06855519615,992.799987793,0.0,26.923658370983333,-9900
356400,0,0.0,-9900,10.730003039049999,4.079802592616667,30.07957331338333,992.799987793,0.31555247306666667,29.645093282083337,-9900
358200,0,0.0,-9900,10.198473294583332,3.653651237483333,30.080430348699995,992.799987793,0.35714785258333337,85.09305429458334,-9900
360000,0,0.0,-9900,9.561130205766668,3.2836934328333336,30.085151354483333,992.799987793,0.11520517865,24.039827903099994,-9900
361800,0,0.0,-9900,9.362262248999999,3.155078927683333,30.100190480533332,992.799987793,0.39644787709999996,130.527405262,-9900
363600,0,0.0,-9900,8.803463141133333,2.7392228444333333,30.0893767675,992.799987793,0.38341379165,234.08828735351665,-9900
365400,0,0.0,-9900,8.923972924550002,2.7564511299166665,30.089416186016663,992.799987793,1.84085659185,81.32783477505,-9900
367200,0,0.0,-9900,8.913023471816667,2.7941717306833334,30.086684226966668,992.799987793,3.386113325766667,53.32129859925001,-9900
369000,0,0.0,-9900,9.078759988133333,2.84568202495,30.10023244218333,992.799987793,2.3081638962,111.16249068576667,-9900
370800,0,0.0,-9900,9.101324876133335,2.91637682915,30.103508949283334,992.799987793,2.953416178633333,31.488571008033333,-9900
372600,0,89.9009106954,-9900,8.552406787850002,2.5032655795333336,30.094604810049997,992.799987793,4.625998258583333,63.44738896690001,-9900
374400,0,442.1047719319667,-9900,9.3847503662,3.130326509466667,30.10056559245,992.799987793,4.515994111683334,61.341164271033335,-9900
376200,0,645.4610595703167,-9900,11.511783123016668,4.706860621783332,30.108743985483333,992.799987793,3.6388181448,73.71028645835,-9900
378000,0,756.0130716959666,-9900,14.402277946466667,6.890899022416668,30.0096581777,996.4922078450833,0.8908132712,185.20427322386664,-9900
379800,0,823.5015563965,-9900,17.89543596905,9.388462225583334,30.013656616216664,996.799987793,1.8476170897500002,186.6507542928,-9900
381600,0,874.9085489908999,-9900,20.106025695816665,10.988304615016666,30.01826731365,996.799987793,2.33693105215,113.74114608765001,-9900
383400,0,901.1598815917667,-9900,21.00598907468333,11.640103658050002,30.0206451416,996.799987793,4.194282054916667,65.67176691690001,-9900
385200,0,925.3118082682332,-9900,21.643320401500002,12.127336343149999,30.027289072683335,996.799987793,4.286353647733333,65.38884226481667,-9900
387000,0,940.9921468099,-9900,22.823156674683336,12.932631651550002,30.02527554828333,996.799987793,5.082206964483333,97.59125455221668,-9900
388800,0,949.7339070638,-9900,24.141025861116663,13.899156570450002,30.110335667933338,993.4666544596666,5.038525819783334,60.63529459636666,-9900
